idx,EPE,Fl-all_%,AngularError_deg
0,1.579027533531189,4.002380371073393,10.818877220153809
1,1.20476496219635,9.514872233024521,19.734010696411133
2,1.544114589691162,11.506144205670642,21.695411682128906
3,10.829288482666016,27.332051594913064,11.23403549194336
4,12.065237998962402,28.008015950378375,22.476083755493164
5,3.3306102752685547,17.976379394439817,22.52541160583496
6,2.4265408515930176,13.13273111972487,10.803611755371094
7,2.078903913497925,21.608479817598425,6.379968643188477
8,5.703785419464111,18.375651041573203,12.644973754882812
9,3.9915058612823486,26.644897460801975,11.336886405944824
10,0.547958493232727,3.877258300761529,7.193086624145508
11,1.366594672203064,11.801656087179557,27.76959228515625
12,5.492654800415039,25.477091471224583,15.907657623291016
13,1.8888407945632935,12.086486816344774,2.060192346572876
14,16.350967407226562,37.28993733704991,31.464826583862305
15,3.241020441055298,6.980895996058243,9.995277404785156
16,2.182713270187378,14.259338378833723,17.7153377532959
17,5.229733467102051,17.33296712230767,16.637731552124023
18,21.154111862182617,33.69852701805777,39.8189811706543
19,0.4561727046966553,1.7171223958245996,14.710243225097656
20,3.8553545475006104,33.29213460269525,25.469812393188477
21,1.4602874517440796,7.535298665326256,4.528309345245361
22,1.0655782222747803,5.434163411430694,21.525415420532227
23,2.791039228439331,13.8478597004504,10.732261657714844
24,5.349497318267822,25.21616617825716,26.119279861450195
25,5.704835891723633,22.41516113269849,18.3395938873291
26,3.501898765563965,16.537984212155465,10.530987739562988
27,2.3551385402679443,16.21348063142795,13.742687225341797
28,14.119140625,37.33317057272678,28.4782657623291
29,5.706403732299805,13.737487792898877,12.927050590515137
30,4.589280128479004,15.508524576744035,3.8969624042510986
31,1.6507436037063599,12.698872884049994,19.4829158782959
32,2.686535120010376,19.15181477854842,10.474564552307129
33,1.150468349456787,5.005391438776624,18.776243209838867
34,6.956350326538086,39.518737792767745,19.8808536529541
35,7.825158596038818,31.206258137862108,44.62449645996094
36,1.2075365781784058,12.562561035092353,4.85238790512085
37,1.1204345226287842,8.90706380203803,2.2568295001983643
38,1.9301553964614868,14.5584106444572,20.416471481323242
39,1.0663495063781738,5.020650227839047,36.23226547241211
40,3.9594051837921143,25.362650553256415,13.162983894348145
41,1.7947901487350464,16.43168131502059,25.386484146118164
42,3.7513837814331055,8.343505859332563,20.527307510375977
43,4.84918212890625,31.15183512353947,15.574028968811035
44,1.1995285749435425,4.874165852839792,5.252035140991211
45,1.4429497718811035,10.133361816354709,22.92462158203125
46,7.105082988739014,28.34472656235583,42.4060173034668
47,1.0805964469909668,5.790710449189297,24.96181297302246
48,12.51403522491455,16.401163736895747,38.92997741699219
49,5.102480411529541,36.533101399553765,17.393798828125
50,6.395221710205078,24.46136474596933,18.6486873626709
51,2.9644744396209717,11.752827962179804,17.006216049194336
52,10.798686981201172,30.738830566249902,16.083683013916016
53,2.9893951416015625,14.083353678313784,4.7631096839904785
54,1.8017269372940063,9.393819173129303,7.772497177124023
55,7.9205546379089355,24.559529622270915,11.205471992492676
56,2.2055914402008057,10.77423095697645,16.464374542236328
57,4.3392791748046875,31.75913492822388,17.078323364257812
58,1.002492070198059,3.10770670571336,7.3488640785217285
59,4.679618835449219,25.926717122263963,17.150531768798828
60,0.8464620113372803,5.465189615857619,5.558322429656982
61,0.8673110008239746,4.989115397110041,1.9227471351623535
62,8.328662872314453,32.409159342283075,30.896177291870117
63,6.117305755615234,33.88112386050475,10.383231163024902
64,11.860355377197266,35.901387532369476,12.38461685180664
65,6.907908916473389,23.889160156128494,20.862916946411133
66,8.338849067687988,15.36814371736975,3.4253084659576416
67,1.0449033975601196,6.564331054654112,15.167675971984863
68,1.3208996057510376,6.137084960906285,2.5030462741851807
69,3.677062749862671,16.8355305988727,8.309707641601562
70,2.64609956741333,6.2769571939784905,4.6583967208862305
71,0.6960417628288269,4.749552408830009,4.010995388031006
72,1.5670536756515503,13.118998209568689,2.795090675354004
73,3.722289800643921,18.344116210844195,22.786558151245117
74,0.9565014243125916,6.1691284179373715,12.865428924560547
75,9.210673332214355,33.03273518863407,29.59711265563965
76,5.797985076904297,23.554992675661442,15.775757789611816
77,1.4096928834915161,12.00764973952226,5.011023998260498
78,10.88370132446289,24.662780761593307,25.901968002319336
79,14.761371612548828,66.5659586585156,52.54042053222656
80,2.4228172302246094,12.360636393166297,17.064006805419922
81,1.0095024108886719,8.883158365840234,1.988237977027893
82,3.9318130016326904,8.404541015582252,7.864528179168701
83,1.9949456453323364,6.512451171841875,14.320342063903809
84,7.948155879974365,30.19714355453391,37.516902923583984
85,7.56664514541626,16.371663411375064,18.982152938842773
86,1.4367780685424805,6.752014160121907,14.35053539276123
87,5.883459568023682,19.68943277984777,10.962318420410156
88,1.3307991027832031,3.5140991210758763,4.928282737731934
89,4.947276592254639,31.45904540999624,12.463013648986816
90,1.5769470930099487,9.584045410107503,4.277168273925781
91,3.5145766735076904,18.099466959543356,18.613178253173828
92,11.170798301696777,38.222249348763924,20.96663475036621
93,2.5085880756378174,12.369283040301669,9.152261734008789
94,2.4181931018829346,7.161966959598988,11.198829650878906
95,9.404919624328613,27.17946370428884,7.661373615264893
96,1.8405944108963013,12.35605875644757,16.56561851501465
97,3.5896427631378174,17.70579020173286,3.6592137813568115
98,13.732852935791016,42.13104248025446,35.9577522277832
99,5.3776774406433105,21.86482747384712,22.03550910949707
100,3.6044921875,14.85748291008068,13.631728172302246
101,1.8518282175064087,8.152770996052283,12.68893814086914
102,18.499128341674805,36.06516520163948,24.35890769958496
103,2.2466583251953125,16.11022949210556,23.266111373901367
104,1.1433370113372803,6.995137532516504,15.279595375061035
105,10.771430015563965,35.73506673158907,25.20326805114746
106,4.2549309730529785,19.588724772035782,18.706417083740234
107,2.246831178665161,10.477701822863374,4.962316036224365
108,6.612182140350342,52.34832763645249,28.50420379638672
109,5.938993453979492,30.41687011703279,27.22163963317871
110,4.577510356903076,18.349711100167085,20.714984893798828
111,12.181182861328125,47.50823974585211,21.577394485473633
112,4.487943172454834,47.16135660783304,39.11544418334961
113,7.796552658081055,32.212829589679906,36.94436264038086
114,7.97493314743042,17.450968424390407,15.582354545593262
115,3.4260406494140625,17.532348632723327,7.452060699462891
116,3.0479300022125244,12.998962402277634,1.516060709953308
117,9.357136726379395,45.94319661434965,9.793683052062988
118,6.379871845245361,23.296610514204424,24.580764770507812
119,2.0469300746917725,15.38289388013009,8.186833381652832
120,5.649999141693115,30.502319335782357,25.243383407592773
121,1.2273210287094116,8.879597981725668,3.6139090061187744
122,5.518361568450928,9.221394856723931,13.376019477844238
123,3.022501230239868,14.388020833260152,6.378538608551025
124,1.6396465301513672,9.607950846305298,9.26048755645752
125,3.1678049564361572,15.584309895754068,23.29499053955078
126,5.404199123382568,19.925435384013237,24.004976272583008
127,1.8408279418945312,9.359741210889894,25.020776748657227
128,3.5638551712036133,32.13602701806571,9.97891616821289
129,0.51015305519104,4.110209147114511,9.591784477233887
130,1.1666322946548462,6.4844767252274345,22.25754737854004
