idx,EPE,Fl-all_%,AngularError_deg
131,8.03380298614502,28.332010904803813,42.49418640136719
132,4.630370616912842,22.774759928269578,22.547224044799805
133,17.172809600830078,61.49241129526015,31.748872756958008
134,16.631675720214844,33.93656412743155,17.104652404785156
135,0.5953697562217712,3.404235839826435,5.20216703414917
136,6.630964756011963,40.72875976541784,12.836703300476074
137,2.6224100589752197,17.7469889322014,7.754249095916748
138,9.381479263305664,60.15828450490235,11.160994529724121
139,3.645538091659546,14.165242512948785,34.27997970581055
140,1.700754165649414,14.260355631437884,5.697076320648193
141,7.837386608123779,36.008707682108515,28.110267639160156
142,5.46947717666626,12.218729654885768,13.916947364807129
143,2.323418378829956,8.495076497352624,7.30250883102417
144,10.583378791809082,59.28039550751098,36.497467041015625
145,2.401505708694458,16.037495930908012,21.14444923400879
146,1.681809425354004,10.010274251251168,12.230545043945312
147,5.731605052947998,20.19399007151187,15.848099708557129
148,2.4137673377990723,10.123697916615175,7.821682453155518
149,10.028188705444336,21.53015136707799,33.77780532836914
150,13.432563781738281,59.77986653615427,51.04012680053711
151,2.025252342224121,12.889607747330272,25.3481502532959
152,3.67997145652771,29.010518391779527,14.691407203674316
153,8.062943458557129,34.81953938784373,8.942517280578613
154,1.5699878931045532,11.795043945252507,14.638668060302734
155,5.236455917358398,26.31225585924117,28.66259002685547
156,1.1433626413345337,12.310791015562383,25.851869583129883
157,1.8940256834030151,3.855387369772057,5.871798038482666
158,1.8605319261550903,5.364481608045631,12.23694133758545
159,9.623631477355957,25.045267740758028,20.147809982299805
160,5.4261860847473145,15.776570637940589,7.252272129058838
161,7.129621982574463,25.634256998567533,11.964797973632812
162,3.545865297317505,26.7842610675721,19.26700782775879
163,0.961519718170166,3.8401285807096346,1.0653504133224487
164,5.701274394989014,12.640889485612789,16.57078742980957
165,0.3216496407985687,1.3376871744723628,8.498387336730957
166,3.905282974243164,20.04241943349181,23.85515022277832
167,17.163312911987305,60.10640462209011,27.898000717163086
168,1.1249364614486694,8.127848307250327,13.899205207824707
169,1.4667792320251465,7.793680826783276,15.875605583190918
170,4.341113567352295,27.09554036444552,17.0543270111084
171,2.552678346633911,17.814636230378138,3.529566526412964
172,1.723374843597412,16.28163655590677,23.2744083404541
173,1.2186287641525269,10.213724772083467,3.580343246459961
174,2.1312968730926514,19.61568196604606,17.6267032623291
175,5.331355571746826,30.843098958176455,16.171499252319336
176,5.563248157501221,21.530659993380073,5.517589092254639
177,1.997449517250061,13.220214843682758,2.2077410221099854
178,3.920675277709961,32.077534993326424,20.91949462890625
179,1.3495498895645142,5.930582682261502,16.1946964263916
180,0.2856694161891937,0.04984537760391314,11.75753402709961
181,4.906185626983643,22.656249999884764,18.213150024414062
182,1.1572145223617554,8.478800455686041,18.08070945739746
183,2.195754289627075,12.401326497332757,17.62511444091797
184,1.5949026346206665,9.149169921828465,5.719686985015869
185,1.3630434274673462,15.0894165038295,21.37555694580078
186,7.0290045738220215,21.155802408746563,24.760299682617188
187,1.1331204175949097,9.476216634066384,7.320809841156006
188,2.0361907482147217,6.546020507779205,5.1266303062438965
189,1.8883237838745117,9.712727864533932,10.725876808166504
190,3.7765157222747803,21.439615885307617,14.59723949432373
191,19.56302261352539,62.06665039030931,36.249996185302734
192,0.6942619681358337,3.3192952473789505,1.309496521949768
193,3.8472673892974854,47.30072021460317,21.56048583984375
194,6.509796142578125,33.58815511050624,34.46998596191406
195,3.1779582500457764,10.824076334580361,5.858882904052734
196,0.8759326338768005,8.358256022092904,16.059772491455078
197,1.4204506874084473,9.088134765578776,7.445403575897217
198,4.229799747467041,29.29992675766347,8.193052291870117
199,9.116740226745605,18.742879231675502,25.02629852294922
200,3.1152889728546143,25.310770670444178,35.858211517333984
201,2.8500359058380127,17.901611328033948,19.008630752563477
202,7.009914398193359,21.2895711261938,21.871788024902344
203,0.7591955661773682,4.465738932268953,7.646701335906982
204,5.0620527267456055,18.187459309803327,17.817129135131836
205,2.453294515609741,19.072469075423825,8.529961585998535
206,5.241653919219971,21.848042805878457,23.93021583557129
207,2.7550175189971924,30.08880615219071,40.96299362182617
208,1.378508448600769,6.6624959309556955,22.511695861816406
209,1.7462793588638306,8.033243815063306,4.255519390106201
210,6.048057556152344,5.982971191375819,11.667035102844238
211,0.9048007130622864,3.8146972656055973,0.6916734576225281
212,6.635358810424805,21.418253580620227,17.914735794067383
213,2.5366408824920654,15.815226236898726,5.640342712402344
214,5.2998552322387695,28.184509277200394,8.50607967376709
215,7.813755035400391,40.80403645812579,11.799250602722168
216,3.0044758319854736,23.222859700402715,8.071722984313965
217,8.647384643554688,21.11968994129883,42.14189529418945
218,4.620800018310547,27.592976887880486,24.337614059448242
219,4.09574556350708,16.9438680012159,22.88434410095215
220,8.398201942443848,11.200459798120114,6.848867893218994
221,4.039597034454346,9.263610839796632,10.859763145446777
222,10.710090637207031,48.965962727615526,13.961077690124512
223,7.898767471313477,39.24051920552958,17.50897789001465
224,5.4804558753967285,28.60361735011493,10.155000686645508
225,1.1571601629257202,6.7265828450178695,10.198983192443848
226,6.349493026733398,15.161132812422887,18.238142013549805
227,2.6842143535614014,19.351196288964076,5.339158535003662
228,7.5142951011657715,37.019348144342956,39.57728576660156
229,0.7703168392181396,4.745992024715444,24.017148971557617
230,0.4809568226337433,2.2913614908737623,12.648579597473145
231,4.399355888366699,29.024251301935706,12.540648460388184
232,1.0030051469802856,8.991495768183434,3.885693311691284
233,4.581455707550049,25.909423827993216,6.057650089263916
234,0.5158373713493347,2.6936848958196324,4.2884907722473145
235,3.449445962905884,12.534586588477913,11.97708797454834
236,2.158450126647949,10.769653320257722,27.930635452270508
237,3.0757627487182617,6.500244140591938,29.37217140197754
238,2.528017282485962,15.64788818351416,7.339690685272217
239,2.168666124343872,13.893127441335585,6.529798984527588
240,1.055903434753418,5.8848063150742345,11.973579406738281
241,3.7110044956207275,11.822001139262786,12.640251159667969
242,2.090928316116333,13.204447428318256,5.133544445037842
243,4.1004414558410645,16.195678710855123,7.185062885284424
244,2.626687526702881,28.267923990741636,8.865095138549805
245,2.4485714435577393,19.782511393128548,21.65393829345703
246,3.32857346534729,14.797973632737232,14.025741577148438
247,1.7509959936141968,7.294209798139983,20.337556838989258
248,1.8936127424240112,9.039306640579023,23.317420959472656
249,8.921546936035156,23.221333821496472,32.17973709106445
250,0.9937465190887451,8.58052571610219,10.903335571289062
251,1.8604742288589478,8.953348795527377,8.189799308776855
252,10.439851760864258,45.424906412529374,43.422576904296875
253,4.006127834320068,7.553609212201163,6.98605489730835
254,0.22945959866046906,1.2736002604101888,8.16849422454834
255,1.1327608823776245,5.414835611951625,2.0890848636627197
256,8.137312889099121,34.217325846180124,26.258272171020508
257,17.84075927734375,54.31009928357793,32.76627731323242
258,4.118719577789307,19.12384033193398,6.821948528289795
259,10.979965209960938,28.22316487615853,8.015058517456055
260,6.29005765914917,24.014790852742436,18.08702850341797
261,6.248720169067383,15.737915038982452,19.7530460357666
262,4.998149871826172,11.734517415304898,12.9706392288208
263,0.6179702281951904,0.8946736653600328,3.048208475112915
264,5.143414497375488,51.22578938776029,42.767276763916016
265,2.2859222888946533,15.435282389244408,22.294164657592773
266,9.915974617004395,28.28318277980406,7.994440078735352
267,0.4021652638912201,1.8254597981677985,9.566073417663574
268,3.4080493450164795,8.234659830687283,12.841464042663574
269,1.1709442138671875,7.743326822877282,2.758916139602661
270,3.2537219524383545,36.74163818340687,24.066381454467773
271,6.640888214111328,35.36478678367429,10.636549949645996
272,1.1039150953292847,5.026245117161935,14.652557373046875
273,7.925689220428467,27.316792805850643,6.262149810791016
274,5.556746006011963,26.596577962104305,26.425081253051758
275,1.1539753675460815,6.064351399708738,3.206822633743286
276,2.4853971004486084,12.47863769524903,27.588525772094727
277,10.887869834899902,55.539449055707095,53.356388092041016
278,1.8512645959854126,11.538696289003811,7.0352935791015625
279,5.499006271362305,18.056233723866495,7.083707332611084
280,7.911183834075928,32.87556966129112,26.851640701293945
281,1.8613306283950806,12.666320800716825,29.390060424804688
282,4.890674114227295,20.54290771473926,29.39931297302246
283,0.4839044511318207,4.372151692686095,10.175468444824219
284,1.0809326171875,4.856363932266966,3.976414680480957
285,2.741192102432251,15.83150227856531,28.3968563079834
286,0.9899656772613525,5.930582682261502,12.251542091369629
287,5.341562271118164,28.01106770819086,27.017250061035156
288,4.803290843963623,16.047159830647544,22.708351135253906
289,7.008176326751709,19.623819986879354,4.24437141418457
290,7.559727191925049,17.70121256501413,31.96270179748535
291,4.679022312164307,39.17643229146741,13.157684326171875
292,0.5852859020233154,2.846272786443856,12.345343589782715
293,5.7939066886901855,25.66731770820278,17.07781982421875
294,2.5884599685668945,19.220479329329322,18.98957633972168
295,1.9438128471374512,15.731811523357484,7.994863510131836
296,1.331119179725647,10.573323567654555,4.866912364959717
297,8.866554260253906,36.18011474590973,33.807861328125
298,9.770737648010254,30.088297525888628,14.174629211425781
299,5.981110095977783,36.83624267559389,17.655336380004883
